IDADE,SALARIO_ANUAL,SIT_PROPIEDADE,TEMPO_DE_TRABALHO,MOTIVO,PONTUACAO_EMPRESTIMO,VALOR_TOTAL_SOLICITADO,TAXAS_JUROS,POSSIB_INADIMPLENCIA,RENDA_PERCENTUAL,INADIMPLENCIA,TEMPO_PRIMEIRA_SOL_CRED
28,59904,HIPOTECADA,12,MEDICO,C,13750,16.7,0,NULL,0,6
21,67400,HIPOTECADA,2,EMPREENDIMENTO,E,20000,17.74,1,0.3,1,2
27,36000,ALUGADA,2,MEDICO,B,2000,11.99,0,0.06,0,8
24,45000,ALUGADA,0,"PAGAMENTO DE DEBITOS",D,4000,15.99,1,0.09,0,4
33,100000,HIPOTECADA,16,MEDICO,B,6000,8.94,NULL,NULL,0,12
29,70000,HIPOTECADA,13,MEDICO,A,10000,6.99,0,0.14,0,10
22,106000,HIPOTECADA,6,EMPREENDIMENTO,A,35000,NULL,0,0.33,0,2
23,114600,HIPOTECADA,7,EDUCATIVO,C,10000,13.06,0,0.09,0,3
22,61000,HIPOTECADA,6,MEDICO,C,12000,13.49,0,0.2,0,2
60,45600,ALUGADA,1,PESSOAL,B,20000,10,1,0.44,0,20
33,140000,HIPOTECADA,8,EMPREENDIMENTO,A,8000,5.79,0,0.06,0,6
23,165000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,5000,5.42,0,0.03,0,3
39,250000,HIPOTECADA,21,EMPREENDIMENTO,C,4000,15.23,0,0.02,0,13
23,50000,ALUGADA,4,"PAGAMENTO DE DEBITOS",B,6000,11.49,0,0.12,0,3
27,51200,ALUGADA,11,EDUCATIVO,D,18000,14.96,1,0.35,1,8
21,24996,ALUGADA,2,EDUCATIVO,E,5000,16.45,1,0.2,0,4
23,39000,ALUGADA,3,EDUCATIVO,B,3500,11.86,1,0.09,0,4
25,106000,ALUGADA,4,PESSOAL,B,5000,NULL,0,0.05,0,4
29,54099,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",B,5600,11.63,0,NULL,0,5
22,50000,HIPOTECADA,6,EMPREENDIMENTO,C,10000,NULL,0,0.2,1,3
30,73000,ALUGADA,15,"PAGAMENTO DE DEBITOS",B,5500,9.99,0,0.08,0,9
26,113050,HIPOTECADA,4,MEDICO,B,9000,12.53,1,0.07,0,4
27,85000,HIPOTECADA,9,MEDICO,B,24000,11.71,0,0.28,0,10
24,78000,HIPOTECADA,0,EMPREENDIMENTO,A,2300,NULL,0,0.03,0,4
26,85000,ALUGADA,3,"MELHORA DO LAR",C,21000,13.92,0,0.25,0,3
23,27996,ALUGADA,3,EMPREENDIMENTO,C,5500,12.53,0,0.2,0,2
28,64000,HIPOTECADA,3,MEDICO,C,5000,13.23,0,0.08,0,6
25,200000,HIPOTECADA,2,EMPREENDIMENTO,B,12000,10.38,0,0.06,0,2
26,60996,ALUGADA,6,"MELHORA DO LAR",C,3000,12.22,0,0.05,1,4
25,45500,ALUGADA,3,MEDICO,C,2000,13.49,0,0.04,1,3
23,50000,ALUGADA,3,EDUCATIVO,A,7000,7.51,0,0.14,0,4
26,98000,HIPOTECADA,7,EMPREENDIMENTO,A,14000,7.88,0,0.14,0,3
28,33000,PROPIA,1,PESSOAL,D,7500,15.31,0,0.23,0,10
26,28800,PROPIA,8,EDUCATIVO,A,6000,8.9,0,0.21,0,3
34,38400,HIPOTECADA,NULL,EDUCATIVO,B,6500,9.25,0,0.17,0,10
24,30000,ALUGADA,1,EDUCATIVO,B,12300,10.74,1,0.41,0,2
43,72000,ALUGADA,11,EDUCATIVO,B,22000,10.62,1,0.31,0,11
23,60000,ALUGADA,3,PESSOAL,B,17000,11.11,0,0.28,0,2
25,63000,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,1500,12.42,0,0.02,0,4
43,50000,HIPOTECADA,11,EDUCATIVO,A,11500,NULL,0,0.23,0,11
32,113000,ALUGADA,5,"MELHORA DO LAR",D,12000,16.29,1,0.11,0,5
29,87500,ALUGADA,2,EDUCATIVO,B,11200,NULL,0,0.13,0,8
38,48000,ALUGADA,7,MEDICO,B,6000,NULL,0,0.13,0,17
22,51996,HIPOTECADA,6,PESSOAL,A,6000,7.88,0,0.12,0,4
21,99996,ALUGADA,5,EMPREENDIMENTO,A,8000,7.14,0,0.08,0,4
25,79000,HIPOTECADA,0,PESSOAL,A,9000,6.76,0,0.11,0,4
38,77000,ALUGADA,9,EMPREENDIMENTO,B,18000,10.65,0,0.23,0,11
27,30000,ALUGADA,1,MEDICO,B,16000,10,1,0.53,0,5
24,87504,PROPIA,9,EMPREENDIMENTO,B,7000,8.88,0,0.08,0,3
21,111000,HIPOTECADA,4,EMPREENDIMENTO,A,28000,7.49,0,0.25,0,2
44,66000,HIPOTECADA,13,PESSOAL,C,5000,13.48,0,0.08,1,11
25,30252,HIPOTECADA,9,PESSOAL,B,10000,9.76,1,0.33,0,3
34,32000,HIPOTECADA,12,"MELHORA DO LAR",A,2275,6.17,0,0.07,0,6
31,54400,HIPOTECADA,1,MEDICO,D,27050,14.54,1,0.42,0,7
23,46113,HIPOTECADA,4,PESSOAL,D,9000,15.99,0,0.2,1,4
31,65000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,23200,7.9,0,0.36,0,10
41,90000,HIPOTECADA,3,PESSOAL,A,3000,7.14,0,0.03,0,17
24,80000,PROPIA,0,EDUCATIVO,A,16000,6.17,0,0.2,0,4
24,51000,HIPOTECADA,4,EDUCATIVO,A,8500,8.94,0,0.17,0,4
22,51000,PROPIA,0,EMPREENDIMENTO,A,16000,7.9,0,0.31,0,3
23,45000,ALUGADA,2,EMPREENDIMENTO,B,14500,10.36,1,0.32,0,4
27,110000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",A,15000,NULL,0,0.14,0,10
31,121000,HIPOTECADA,2,EMPREENDIMENTO,D,12000,16.29,1,0.1,1,6
32,40000,ALUGADA,0,MEDICO,B,6000,12.69,0,0.15,0,8
23,66000,HIPOTECADA,7,EMPREENDIMENTO,B,5000,9.88,0,0.08,0,4
24,200000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",B,20000,NULL,0,0.1,0,3
21,32000,ALUGADA,3,EDUCATIVO,A,5000,7.68,0,0.16,0,4
33,56000,HIPOTECADA,2,PESSOAL,A,11500,7.14,0,0.21,0,10
22,65338,HIPOTECADA,6,EDUCATIVO,B,6500,11.71,0,0.1,0,4
25,68000,ALUGADA,4,PESSOAL,C,20000,12.53,0,0.29,1,4
30,62000,HIPOTECADA,1,EMPREENDIMENTO,A,15000,6.03,0,0.24,0,10
24,71000,HIPOTECADA,8,EDUCATIVO,B,20000,11.36,0,0.28,0,2
25,36000,HIPOTECADA,5,EMPREENDIMENTO,E,4800,17.93,0,0.13,0,3
29,92000,HIPOTECADA,8,"MELHORA DO LAR",A,12000,6.62,0,0.13,0,8
31,55000,PROPIA,15,PESSOAL,A,8000,7.51,0,0.15,0,8
22,57900,HIPOTECADA,3,EDUCATIVO,A,4850,8.49,0,0.08,0,2
30,51000,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",C,15000,12.73,0,0.29,1,5
22,66800,ALUGADA,2,"PAGAMENTO DE DEBITOS",A,9300,NULL,0,0.14,0,3
32,110000,PROPIA,16,EDUCATIVO,B,9000,11.48,0,0.08,0,10
22,36933,HIPOTECADA,2,EMPREENDIMENTO,C,10000,12.22,0,0.27,1,4
23,42500,HIPOTECADA,7,EDUCATIVO,A,7500,8.49,0,0.18,0,3
34,120000,ALUGADA,17,EMPREENDIMENTO,B,35000,10.59,0,0.29,0,6
25,117014,HIPOTECADA,5,EDUCATIVO,A,8400,7.29,0,0.07,0,3
23,40900,PROPIA,5,MEDICO,B,12200,11.36,0,0.3,0,4
23,31000,ALUGADA,0,MEDICO,A,10000,7.51,1,0.32,0,2
32,72000,ALUGADA,6,"MELHORA DO LAR",B,4000,10,0,0.06,0,6
21,18864,ALUGADA,0,"MELHORA DO LAR",B,3000,10.99,1,0.16,0,4
22,NULL,ALUGADA,6,EDUCATIVO,,15000,10.99,0,0.38,0,3
22,74000,ALUGADA,3,"PAGAMENTO DE DEBITOS",C,5000,13.49,1,0.07,1,4
28,45000,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",A,10000,5.99,0,0.22,0,10
26,85000,HIPOTECADA,1,PESSOAL,A,7200,8.9,0,0.08,0,4
30,72000,ALUGADA,5,EMPREENDIMENTO,D,25000,16.32,1,0.35,1,5
23,60495,ALUGADA,8,MEDICO,A,6000,NULL,0,0.1,0,3
29,52000,ALUGADA,4,MEDICO,C,10000,13.23,0,0.19,1,9
30,36000,HIPOTECADA,9,EDUCATIVO,B,1750,11.11,0,0.05,0,8
41,102000,HIPOTECADA,20,EMPREENDIMENTO,B,7500,11.49,0,0.07,0,17
24,55000,HIPOTECADA,0,"MELHORA DO LAR",C,4200,15.23,0,0.08,1,3
NULL,NULL,HIPOTECADA,NULL,MEDICO,C,12000,11.99,0,0.23,0,14
29,99000,ALUGADA,NULL,"MELHORA DO LAR",C,5000,NULL,0,0.11,0,4
36,62400,HIPOTECADA,6,PESSOAL,D,12000,16.89,0,0.19,1,14
NULL,39996,ALUGADA,2,"PAGAMENTO DE DEBITOS",C,7500,NULL,0,0.14,0,6
26,94000,HIPOTECADA,1,MEDICO,A,5000,7.68,0,0.05,0,3
47,178000,PROPIA,31,EMPREENDIMENTO,B,9000,10.99,0,0.05,0,17
34,98000,HIPOTECADA,10,EMPREENDIMENTO,A,16000,6.03,0,0.16,0,5
24,18000,ALUGADA,0,"MELHORA DO LAR",A,10000,7.29,1,0.56,0,4
32,35000,ALUGADA,2,PESSOAL,B,5500,11.49,0,0.16,0,5
24,93000,ALUGADA,2,"MELHORA DO LAR",B,2100,9.91,1,0.02,0,2
21,21600,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",B,10000,11.14,0,0.46,0,2
24,40000,ALUGADA,5,PESSOAL,B,10000,11.99,0,0.25,0,4
24,85000,PROPIA,8,EMPREENDIMENTO,A,22000,6.54,0,0.26,0,4
24,31200,ALUGADA,3,MEDICO,C,1950,13.11,0,0.06,1,4
35,NULL,HIPOTECADA,15,PESSOAL,B,NULL,11.26,1,0.27,0,2
24,34320,ALUGADA,5,MEDICO,E,14400,16.82,1,0.42,1,3
24,45000,HIPOTECADA,0,MEDICO,B,3000,NULL,0,0.07,0,3
27,78000,HIPOTECADA,2,MEDICO,B,7000,9.62,0,0.09,0,6
25,36000,HIPOTECADA,2,"PAGAMENTO DE DEBITOS",C,13750,13.22,1,0.38,0,4
25,37000,PROPIA,0,EMPREENDIMENTO,C,10000,15.96,0,0.27,0,3
32,125000,HIPOTECADA,2,PESSOAL,B,20000,11.12,0,0.16,0,9
26,57600,ALUGADA,10,"PAGAMENTO DE DEBITOS",,2000,18.3,1,0.1,0,9
33,65000,HIPOTECADA,4,EMPREENDIMENTO,A,15000,7.51,0,0.23,0,8
32,107004,HIPOTECADA,6,EMPREENDIMENTO,B,4200,11.71,0,0.04,0,8
27,50000,ALUGADA,5,"MELHORA DO LAR",B,12000,10.37,0,0.24,0,6
42,82000,HIPOTECADA,13,"MELHORA DO LAR",E,26800,NULL,0,0.33,1,15
35,20000,ALUGADA,2,PESSOAL,C,8500,13.57,1,0.42,0,10
23,20004,ALUGADA,2,"PAGAMENTO DE DEBITOS",B,1500,9.62,0,0.07,0,3
26,29004,ALUGADA,1,PESSOAL,D,6000,14.11,1,0.21,0,4
29,47000,ALUGADA,2,MEDICO,B,5000,10.62,0,0.11,0,9
25,130000,HIPOTECADA,2,EMPREENDIMENTO,D,19400,16,0,0.15,1,4
NULL,23920,ALUGADA,NULL,MEDICO,C,12000,9.91,0,0.3,0,15
22,47000,HIPOTECADA,3,MEDICO,A,15000,7.66,0,0.32,0,2
30,39600,ALUGADA,4,"PAGAMENTO DE DEBITOS",F,10000,20.89,1,0.25,1,10
23,65000,HIPOTECADA,1,EDUCATIVO,E,15000,14.5,0,0.23,0,4
24,120155,HIPOTECADA,4,EDUCATIVO,A,12000,NULL,0,0.1,0,4
23,92000,HIPOTECADA,5,EDUCATIVO,B,2400,12.69,0,0.03,0,2
23,16800,ALUGADA,2,MEDICO,D,2750,16.77,1,0.16,1,2
NULL,28800,ALUGADA,5,EDUCATIVO,D,12000,14.27,0,0.14,,4
54,48000,PROPIA,20,PESSOAL,A,6000,8,0,0.13,0,20
30,21000,ALUGADA,0,EDUCATIVO,C,5000,13.49,0,0.24,1,7
24,66500,HIPOTECADA,0,"MELHORA DO LAR",A,8800,8.59,0,0.13,0,4
23,30000,ALUGADA,1,EDUCATIVO,C,16000,13.23,1,0.53,0,2
22,53000,HIPOTECADA,7,EDUCATIVO,A,2500,7.4,0,0.05,0,3
31,62050,ALUGADA,5,MEDICO,D,5800,14.11,1,0.08,1,10
25,78720,HIPOTECADA,6,MEDICO,B,10000,9.62,0,0.13,0,2
39,98000,HIPOTECADA,0,"MELHORA DO LAR",D,35000,15.99,0,0.36,0,15
22,14400,ALUGADA,0,EDUCATIVO,A,4500,7.88,1,0.31,0,4
24,41000,ALUGADA,4,EDUCATIVO,A,10000,6.99,0,0.24,0,4
28,200000,HIPOTECADA,2,PESSOAL,A,15000,6.03,0,0.07,0,6
28,37090,ALUGADA,2,MEDICO,B,3000,11.12,0,0.08,0,8
34,110000,HIPOTECADA,15,EDUCATIVO,B,6000,9.45,0,0.05,0,6
34,74000,HIPOTECADA,10,EDUCATIVO,C,17000,14.27,0,0.23,1,10
35,57000,HIPOTECADA,8,MEDICO,A,5500,7.49,0,0.1,0,5
29,41000,HIPOTECADA,7,EMPREENDIMENTO,A,6000,5.79,0,0.15,0,8
37,39000,ALUGADA,11,EDUCATIVO,C,4000,14.65,1,0.1,1,15
34,75000,HIPOTECADA,7,"PAGAMENTO DE DEBITOS",A,6500,9.38,0,0.09,0,7
28,27000,PROPIA,5,EDUCATIVO,A,5600,5.42,0,0.21,0,8
28,68000,PROPIA,0,EDUCATIVO,C,12000,12.09,0,0.18,1,9
NULL,32500,,6,MEDICO,C,10000,NULL,0,0.06,0,5
23,70000,ALUGADA,NULL,EDUCATIVO,,12000,13.98,0,0.18,0,12
34,51621,HIPOTECADA,5,"MELHORA DO LAR",B,3500,11.49,0,0.07,0,7
34,30857,ALUGADA,6,EMPREENDIMENTO,C,3000,13.06,1,0.1,0,9
22,36000,HIPOTECADA,1,MEDICO,A,3500,NULL,0,0.1,0,2
37,36000,HIPOTECADA,21,EMPREENDIMENTO,A,8000,7.88,0,0.22,0,15
26,47360,HIPOTECADA,10,"MELHORA DO LAR",D,6000,14.61,1,0.13,1,3
25,34000,HIPOTECADA,8,"MELHORA DO LAR",B,3000,10.51,1,0.09,0,3
27,51000,HIPOTECADA,1,"MELHORA DO LAR",A,10000,6.99,1,0.2,0,5
23,33000,ALUGADA,4,EDUCATIVO,B,10000,11.99,0,0.3,0,4
24,29000,ALUGADA,1,EMPREENDIMENTO,B,10000,10.74,1,0.34,0,2
27,20400,,3,PESSOAL,B,11000,8.94,0,0.22,,4
24,90000,HIPOTECADA,1,MEDICO,B,15000,9.99,0,0.17,0,4
23,70000,ALUGADA,NULL,MEDICO,B,5000,NULL,0,0.04,0,5
29,92000,HIPOTECADA,3,EMPREENDIMENTO,B,24000,11.49,0,0.26,0,7
23,78000,HIPOTECADA,7,EDUCATIVO,B,2400,12.42,0,0.03,0,2
28,110000,HIPOTECADA,12,MEDICO,A,6000,6.03,0,0.05,0,5
27,100000,ALUGADA,11,MEDICO,B,5000,12.42,0,0.05,0,8
24,57655,HIPOTECADA,7,MEDICO,D,9925,15.58,1,0.17,0,2
24,80000,PROPIA,5,EDUCATIVO,C,NULL,12.69,NULL,0.17,0,6
49,64800,HIPOTECADA,4,"MELHORA DO LAR",D,6625,18.25,0,0.1,0,16
22,45000,ALUGADA,0,EDUCATIVO,C,4000,12.98,0,0.09,1,3
22,90888,HIPOTECADA,5,EDUCATIVO,C,NULL,14.83,0,NULL,0,9
24,130000,HIPOTECADA,8,"PAGAMENTO DE DEBITOS",B,6000,10.59,0,0.05,0,2
37,44000,ALUGADA,0,PESSOAL,A,10000,6.91,0,0.23,0,15
26,108000,ALUGADA,9,EDUCATIVO,G,24000,20.16,1,0.22,0,3
29,108000,HIPOTECADA,9,"MELHORA DO LAR",A,11400,9.32,0,0.11,0,5
26,24996,ALUGADA,3,EMPREENDIMENTO,A,8500,6.91,1,0.34,0,4
25,93000,HIPOTECADA,5,MEDICO,A,12000,7.88,0,0.13,0,4
36,58000,ALUGADA,18,"PAGAMENTO DE DEBITOS",A,5000,6.62,0,0.09,0,17
24,58800,ALUGADA,4,EDUCATIVO,A,9000,NULL,0,0.15,0,2
28,80000,HIPOTECADA,8,EDUCATIVO,C,13000,13.47,0,0.16,0,5
25,100000,ALUGADA,3,EMPREENDIMENTO,,20000,14.72,NULL,0.11,1,2
30,52000,HIPOTECADA,4,"MELHORA DO LAR",B,14675,9.63,0,0.28,0,7
31,45000,ALUGADA,4,EDUCATIVO,B,10000,10.65,0,0.22,0,5
26,120000,HIPOTECADA,2,EDUCATIVO,A,10000,5.42,0,0.08,0,4
27,50000,HIPOTECADA,3,"MELHORA DO LAR",B,15000,9.88,0,0.3,0,5
52,75400,ALUGADA,0,"PAGAMENTO DE DEBITOS",A,6125,7.74,0,0.08,0,18
45,54000,ALUGADA,3,EDUCATIVO,C,7000,NULL,1,0.13,0,16
36,74000,HIPOTECADA,4,EDUCATIVO,B,10250,11.48,1,0.14,0,15
22,52000,HIPOTECADA,6,EMPREENDIMENTO,A,12000,6.62,0,0.23,0,3
25,50000,ALUGADA,10,"PAGAMENTO DE DEBITOS",A,20000,7.49,1,0.4,0,3
29,66000,ALUGADA,0,"PAGAMENTO DE DEBITOS",D,3150,15.62,1,0.05,1,8
30,55840,ALUGADA,6,MEDICO,B,6000,10.25,0,0.11,0,5
25,80000,HIPOTECADA,4,MEDICO,C,25000,13.49,0,0.31,0,2
22,33000,HIPOTECADA,5,"PAGAMENTO DE DEBITOS",A,12375,7.29,0,0.38,0,2
23,75000,HIPOTECADA,5,PESSOAL,B,5000,11.12,0,0.07,0,2
28,72000,HIPOTECADA,3,EDUCATIVO,C,28000,15.96,0,0.39,0,10
29,63000,PROPIA,0,MEDICO,B,9000,NULL,0,0.14,0,9
23,118000,HIPOTECADA,4,PESSOAL,C,12000,13.11,0,0.1,0,3
26,33000,ALUGADA,3,PESSOAL,B,10000,11.71,0,0.3,0,3
23,18000,ALUGADA,NULL,EMPREENDIMENTO,A,4500,7.49,1,0.25,0,4
22,31000,ALUGADA,5,MEDICO,B,5550,11.36,1,0.18,0,3
22,36000,ALUGADA,4,PESSOAL,B,10000,11.36,1,0.28,0,2
NULL,69867,HIPOTECADA,2,EDUCATIVO,B,3000,11.89,0,NULL,0,2
34,53500,ALUGADA,0,MEDICO,A,3200,6.76,0,0.06,0,10
31,58000,HIPOTECADA,15,"MELHORA DO LAR",A,8875,NULL,0,0.15,0,5
27,20400,ALUGADA,NULL,"PAGAMENTO DE DEBITOS",A,4800,NULL,0,0.24,0,6
22,42000,ALUGADA,3,MEDICO,B,4000,8.88,0,0.1,0,4
27,41400,ALUGADA,2,"PAGAMENTO DE DEBITOS",B,9600,NULL,0,0.23,0,5
23,48000,PROPIA,0,EMPREENDIMENTO,E,15750,16.35,0,0.33,0,3
26,51000,HIPOTECADA,3,"MELHORA DO LAR",A,10000,7.74,0,0.2,0,3
23,40000,ALUGADA,3,EDUCATIVO,B,10000,10.75,0,0.25,0,4
26,40000,ALUGADA,10,EMPREENDIMENTO,D,10000,16.89,0,0.25,0,3
23,20400,ALUGADA,2,MEDICO,A,1200,7.9,0,0.06,0,2
26,25000,HIPOTECADA,1,EMPREENDIMENTO,C,12000,12.09,1,0.48,0,2
28,20000,ALUGADA,5,"PAGAMENTO DE DEBITOS",B,4000,10.99,0,0.2,0,9
28,59004,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",A,8000,7.37,1,0.14,0,10
22,33504,ALUGADA,3,PESSOAL,C,12000,13.98,1,0.36,1,3
33,68508,ALUGADA,17,EMPREENDIMENTO,A,7000,8,0,0.1,0,10
24,120000,HIPOTECADA,8,EDUCATIVO,A,10000,6.03,0,0.08,0,4
24,43995,ALUGADA,NULL,EDUCATIVO,C,7400,13.99,1,0.17,1,3
23,32124,ALUGADA,NULL,MEDICO,D,6000,16.77,1,0.19,1,3
22,39000,ALUGADA,5,PESSOAL,D,9600,16.77,1,0.25,1,2
23,94965,HIPOTECADA,3,EDUCATIVO,C,8000,13.22,0,0.08,0,2
25,59400,HIPOTECADA,9,EDUCATIVO,C,18500,12.73,0,0.31,0,2
21,25000,ALUGADA,1,EDUCATIVO,B,7000,12.69,0,0.28,0,2
27,108000,HIPOTECADA,6,MEDICO,A,10000,6.54,0,0.09,0,8
24,45000,ALUGADA,NULL,EDUCATIVO,D,17000,14.96,1,0.38,1,2
29,48712,HIPOTECADA,13,EMPREENDIMENTO,A,11050,5.42,0,0.23,0,6
26,105000,ALUGADA,1,"PAGAMENTO DE DEBITOS",B,12100,NULL,0,0.12,0,3
26,53400,PROPIA,3,EDUCATIVO,B,13600,10.99,0,0.25,0,4
34,92500,ALUGADA,4,"PAGAMENTO DE DEBITOS",A,13050,7.66,0,0.14,0,6
27,51600,ALUGADA,1,PESSOAL,F,10400,18.25,1,0.2,1,6
NULL,136000,HIPOTECADA,2,PESSOAL,D,10000,7.51,NULL,0.18,0,12
27,31200,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",B,12300,12.53,0,0.39,0,10
30,NULL,PROPIA,0,EDUCATIVO,A,NULL,NULL,0,0.17,0,2
25,78000,ALUGADA,0,PESSOAL,D,12000,14.09,1,0.15,1,3
30,20000,PROPIA,14,"MELHORA DO LAR",A,3800,6.99,0,0.19,0,5
33,55070,ALUGADA,0,MEDICO,A,9000,8.49,0,0.16,0,5
35,43772,HIPOTECADA,11,MEDICO,A,15000,7.51,1,0.34,0,6
25,70000,ALUGADA,6,EDUCATIVO,C,8250,13.61,1,0.12,1,4
28,30000,HIPOTECADA,4,"PAGAMENTO DE DEBITOS",C,7500,11.78,0,0.25,0,7
31,61150,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,5100,11.49,0,0.08,0,8
28,45000,HIPOTECADA,2,EDUCATIVO,A,3000,5.79,0,0.07,0,8
22,27600,ALUGADA,7,MEDICO,B,7200,10.59,0,0.26,0,3
33,NULL,HIPOTECADA,17,PESSOAL,B,12000,16.77,NULL,0.19,0,2
28,32000,HIPOTECADA,4,EDUCATIVO,B,12000,12.69,1,0.38,0,10
23,78000,ALUGADA,7,MEDICO,B,20000,NULL,0,0.26,0,4
25,19200,ALUGADA,2,"MELHORA DO LAR",C,6000,13.11,1,0.31,1,2
21,46002,HIPOTECADA,4,EMPREENDIMENTO,D,4000,NULL,0,0.09,1,3
22,35004,PROPIA,3,EMPREENDIMENTO,A,3000,7.9,0,0.09,0,4
21,45000,ALUGADA,3,EMPREENDIMENTO,A,4800,7.51,0,0.11,0,4
22,70000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",A,4500,5.42,0,0.06,0,2
40,40000,PROPIA,12,MEDICO,B,13750,8.88,0,0.34,0,14
27,67068,PROPIA,11,PESSOAL,A,5000,NULL,0,0.07,0,10
23,57600,HIPOTECADA,0,EDUCATIVO,B,1000,NULL,0,0.02,0,2
27,72000,HIPOTECADA,4,PESSOAL,B,14000,12.42,0,0.19,0,10
24,72000,HIPOTECADA,6,EDUCATIVO,C,10000,12.98,0,0.14,0,4
25,72000,ALUGADA,7,"PAGAMENTO DE DEBITOS",B,15000,12.42,0,0.21,0,3
24,78000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",A,8500,7.51,0,0.11,0,4
24,28000,ALUGADA,8,MEDICO,A,4000,NULL,0,0.14,0,2
23,19200,PROPIA,NULL,"MELHORA DO LAR",A,6000,6.54,1,0.31,0,4
32,36000,ALUGADA,4,MEDICO,D,6000,16.07,1,0.17,1,10
23,40800,HIPOTECADA,3,MEDICO,A,10000,7.14,0,0.25,0,2
24,78996,ALUGADA,2,"MELHORA DO LAR",D,20000,14.11,1,0.25,0,2
30,45000,ALUGADA,0,MEDICO,B,4800,10.37,0,0.11,0,6
31,50000,ALUGADA,1,EMPREENDIMENTO,B,10000,10.71,0,0.2,0,6
21,90000,PROPIA,6,MEDICO,A,12000,6.03,0,0.13,0,3
25,42000,ALUGADA,6,MEDICO,A,5600,7.49,0,0.13,0,2
31,47000,ALUGADA,5,EDUCATIVO,B,10000,11.99,0,0.21,0,8
25,68515,ALUGADA,2,MEDICO,C,5600,12.61,0,0.08,0,3
25,36000,ALUGADA,1,MEDICO,B,6600,11.49,0,0.18,0,4
22,51000,ALUGADA,6,EMPREENDIMENTO,B,7000,12.18,0,0.14,0,2
23,81504,HIPOTECADA,6,"PAGAMENTO DE DEBITOS",A,2400,6.92,0,0.03,0,4
31,80000,ALUGADA,1,MEDICO,B,9600,9.91,0,0.12,0,7
23,26000,HIPOTECADA,3,"PAGAMENTO DE DEBITOS",B,7800,10.59,0,0.3,0,4
23,38800,ALUGADA,2,MEDICO,A,14575,NULL,1,0.38,0,4
27,120000,HIPOTECADA,2,EMPREENDIMENTO,B,16000,12.21,0,0.13,0,5
21,30000,ALUGADA,3,EMPREENDIMENTO,C,5000,13.92,0,0.17,0,4
23,25000,ALUGADA,6,PESSOAL,C,8000,13.61,1,0.32,1,4
31,79000,HIPOTECADA,1,"PAGAMENTO DE DEBITOS",A,5000,8,0,0.06,0,9
31,50000,ALUGADA,0,EMPREENDIMENTO,A,4000,6.62,0,0.08,0,8
25,27600,HIPOTECADA,1,"MELHORA DO LAR",A,11500,6.03,1,0.42,0,4
23,55000,HIPOTECADA,4,EMPREENDIMENTO,A,8000,7.49,0,0.15,0,2
32,37000,ALUGADA,0,EMPREENDIMENTO,B,5000,11.49,0,0.14,0,7
31,20000,ALUGADA,0,MEDICO,C,5000,13.8,0,0.25,0,5
24,90000,ALUGADA,0,"PAGAMENTO DE DEBITOS",B,5000,10.59,0,0.06,0,2
25,75000,HIPOTECADA,4,EMPREENDIMENTO,C,12000,13.49,0,0.16,0,2
27,54000,ALUGADA,6,"PAGAMENTO DE DEBITOS",B,5000,11.99,1,0.09,0,10
23,67150,HIPOTECADA,5,MEDICO,D,10000,16.32,1,0.13,0,2
22,60000,ALUGADA,4,EDUCATIVO,A,20000,7.88,1,0.33,0,3
30,67092,ALUGADA,0,PESSOAL,C,9000,12.87,0,0.13,1,9
29,39996,ALUGADA,3,PESSOAL,A,7000,9.32,0,0.18,0,6
22,39000,ALUGADA,5,"PAGAMENTO DE DEBITOS",B,13000,11.83,1,0.33,0,4
29,40000,ALUGADA,2,EMPREENDIMENTO,D,7000,14.91,1,0.17,1,8
NULL,75000,HIPOTECADA,5,EDUCATIVO,,3000,12.18,0,0.1,0,2
24,138000,ALUGADA,2,EMPREENDIMENTO,D,20000,15.99,1,0.14,1,3
22,37000,ALUGADA,0,EDUCATIVO,A,8000,8.94,0,0.22,0,2
27,30000,ALUGADA,11,MEDICO,B,4900,11.71,0,0.16,0,5
25,33000,ALUGADA,0,"PAGAMENTO DE DEBITOS",E,13650,16.35,1,0.41,0,4
33,33852,ALUGADA,4,EDUCATIVO,B,17000,11.48,1,0.5,0,9
25,30000,HIPOTECADA,NULL,"MELHORA DO LAR",A,8000,6.92,0,0.27,0,3
23,54000,ALUGADA,4,EDUCATIVO,C,11200,13.99,0,0.21,1,2
25,49920,HIPOTECADA,9,"PAGAMENTO DE DEBITOS",A,3325,5.42,0,0.07,0,3
21,17916,ALUGADA,1,MEDICO,A,3000,6,1,0.17,0,3
25,62050,HIPOTECADA,7,MEDICO,B,18300,10.62,1,0.25,0,3
